5931;0;0.1
5931;1;0.09
5931;2;0.1
5931;3;0.09
5931;4;0.09
5931;5;0.1
5931;6;0.1
5931;7;0.1
5931;8;0.09
5931;9;0.09
5931;10;0.1
5931;11;0.1
5931;12;0.1
5931;13;0.09
5931;14;0.09
5931;15;0.1
5931;16;0.09
5931;17;0.08
5931;18;0.09
5931;19;0.09
5931;20;0.09
5931;21;0.1
5931;22;0.1
5931;23;0.1
5931;24;0.1
5931;25;0.1
5931;26;0.09
5931;27;0.09
5931;28;0.1
5931;29;0.08
5931;30;0.08
5931;31;0.06
5931;32;0.05
5931;33;0.07
5931;34;0.06
5931;35;0.05
5931;36;0.05
5931;37;0.06
5931;38;0.06
5931;39;0.06
5931;40;0.07
5931;41;0.06
5931;42;0.06
5931;43;0.06
5931;44;0.06
5931;45;0.06
5931;46;0.06
5931;47;0.07
5931;48;0.07
5931;49;0.05
5931;50;0.05
5931;51;-0.0
5931;52;-0.0
5931;53;0.0
5931;54;0.01
5931;55;0.0
5931;56;0.0
5931;57;0.01
5931;58;0.01
5931;59;-0.0
5931;60;0.0
5931;61;0.0
5931;62;0.05
