596;0;710.77
596;1;701.79
596;2;578.54
596;3;925.41
596;4;1007.74
596;5;970.19
596;6;937.2
596;7;1002.46
596;8;1018.12
596;9;972.95
596;10;955.36
596;11;968.86
596;12;970.8
596;13;1103.07
596;14;1110.97
596;15;1118.35
596;16;1120.96
596;17;1094.95
596;18;1106.98
596;19;1094.3
596;20;1103.57
596;21;1109.76
596;22;1106.51
596;23;1101.31
596;24;1119.66
596;25;1119.86
596;26;1110.51
596;27;1114.78
596;28;1098.35
596;29;1117.8
596;30;1108.3
596;31;1138.65
596;32;1108.25
596;33;1091.4
596;34;1097.3
596;35;1146.92
596;36;1148.41
596;37;1154.81
596;38;1160.85
596;39;1161.36
596;40;1146.95
596;41;1160.7
596;42;1159.04
596;43;1157.56
596;44;1152.27
596;45;1157.63
596;46;1149.61
596;47;1160.26
596;48;1157.09
596;49;1141.61
596;50;1158.87
596;51;1157.98
596;52;1174.26
596;53;1155.56
596;54;1156.74
596;55;1159.39
596;56;1180.2
596;57;1170.92
596;58;1173.18
596;59;1179.46
596;60;1177.47
596;61;1183.12
596;62;1180.44
